M,N,K,latency_ns
32,14336,1536,47104.00104522705
32,14336,2880,74752.00295448303
32,14336,3584,91136.00105047226
32,14336,5760,136703.9978504181
32,14336,7168,165887.9965543747
64,1024,1536,22528.00017595291
64,1024,2880,25088.00011128187
64,1024,3584,25599.999353289604
64,1024,5760,27648.000046610832
64,1024,7168,28672.000393271446
64,1536,1024,24576.00086927414
64,1536,1536,24576.00086927414
64,1536,2048,25599.999353289604
64,1536,2880,25599.999353289604
64,1536,3584,25599.999353289604
64,1536,4096,25088.00011128187
64,1536,5120,28672.000393271446
64,1536,5760,29696.00073993206
64,1536,7168,31743.99957060814
64,1536,8192,32767.999917268753
64,2048,1536,22528.00017595291
64,2048,2880,25599.999353289604
64,2048,3584,27648.000046610832
64,2048,5760,28672.000393271446
64,2048,7168,33792.00026392937
64,2880,1024,22528.00017595291
64,2880,1536,23552.000522613525
64,2880,2048,23040.00034928322
64,2880,2880,25599.999353289604
64,2880,3584,27648.000046610832
64,2880,4096,29696.00073993206
64,2880,5120,34816.00061058998
64,2880,5760,45056.00035190582
64,2880,7168,52223.99905323982
64,2880,8192,55296.000093221664
64,3584,1024,23552.000522613525
64,3584,1536,23552.000522613525
64,3584,2048,23552.000522613525
64,3584,2880,26623.99969995022
64,3584,3584,28672.000393271446
64,3584,4096,31743.99957060814
64,3584,5120,41983.99931192398
64,3584,5760,45056.00035190582
64,3584,7168,57344.00078654289
64,3584,8192,63487.99914121628
64,4096,1536,23552.000522613525
64,4096,2880,26623.99969995022
64,4096,3584,29696.00073993206
64,4096,5760,48128.001391887665
64,4096,7168,59392.00147986412
64,5120,1536,23552.000522613525
64,5120,2880,30719.999223947525
64,5120,3584,41983.99931192398
64,5120,5760,56320.00043988228
64,5120,7168,70656.00156784058
64,5760,1024,21503.999829292297
64,5760,1536,24576.00086927414
64,5760,2048,26623.99969995022
64,5760,2880,34816.00061058998
64,5760,3584,45056.00035190582
64,5760,4096,49152.00173854828
64,5760,5120,58368.00113320351
64,5760,5760,63487.99914121628
64,5760,7168,82943.99827718735
64,5760,8192,91136.00105047226
64,7168,1024,22528.00017595291
64,7168,1536,25088.00011128187
64,7168,2048,27648.000046610832
64,7168,2880,46080.00069856644
64,7168,3584,53247.99939990044
64,7168,4096,58368.00113320351
64,7168,5120,70656.00156784058
64,7168,5760,76800.00364780426
64,7168,7168,91136.00105047226
64,7168,8192,101375.9970664978
64,8192,1536,25599.999353289604
64,8192,2880,49152.00173854828
64,8192,3584,57344.00078654289
64,8192,5760,83967.99862384796
64,8192,7168,100351.99671983719
64,11520,1024,23552.000522613525
64,11520,1536,39935.99861860275
64,11520,2048,50175.998359918594
64,11520,2880,63487.99914121628
64,11520,3584,75776.00330114365
64,11520,4096,83967.99862384796
64,11520,5120,101375.9970664978
64,11520,5760,111616.00053310394
64,11520,7168,135168.00105571747
64,11520,8192,152575.9994983673
64,14336,1536,48128.001391887665
64,14336,2880,75776.00330114365
64,14336,3584,92160.00139713287
64,14336,5760,133120.00036239624
64,14336,7168,161791.99516773224
128,1024,1536,23040.00034928322
128,1024,2880,24576.00086927414
128,1024,3584,25599.999353289604
128,1024,5760,29696.00073993206
128,1024,7168,31743.99957060814
128,1536,1024,22528.00017595291
128,1536,1536,22528.00017595291
128,1536,2048,23040.00034928322
128,1536,2880,25599.999353289604
128,1536,3584,27648.000046610832
128,1536,4096,29696.00073993206
128,1536,5120,30719.999223947525
128,1536,5760,31231.999397277832
128,1536,7168,33792.00026392937
128,1536,8192,36864.00130391121
128,2048,1536,23552.000522613525
128,2048,2880,26623.99969995022
128,2048,3584,28672.000393271446
128,2048,5760,38911.99827194214
128,2048,7168,44032.00000524521
128,2880,1024,22528.00017595291
128,2880,1536,23552.000522613525
128,2880,2048,27648.000046610832
128,2880,2880,31743.99957060814
128,2880,3584,33792.00026392937
128,2880,4096,35328.00078392029
128,2880,5120,55296.000093221664
128,2880,5760,59392.00147986412
128,2880,7168,66560.00018119812
128,2880,8192,61439.99844789505
128,3584,1024,22528.00017595291
128,3584,1536,24576.00086927414
128,3584,2048,28672.000393271446
128,3584,2880,34816.00061058998
128,3584,3584,38911.99827194214
128,3584,4096,41983.99931192398
128,3584,5120,51199.99870657921
128,3584,5760,55296.000093221664
128,3584,7168,64511.99948787689
128,3584,8192,71680.00191450119
128,4096,1536,25599.999353289604
128,4096,2880,34816.00061058998
128,4096,3584,39935.99861860275
128,4096,5760,57344.00078654289
128,4096,7168,66048.00000786781
128,5120,1536,26623.99969995022
128,5120,2880,39935.99861860275
128,5120,3584,45056.00035190582
128,5120,5760,64511.99948787689
128,5120,7168,73728.00260782242
128,5760,1024,23552.000522613525
128,5760,1536,27648.000046610832
128,5760,2048,32767.999917268753
128,5760,2880,42495.99948525429
128,5760,3584,48128.001391887665
128,5760,4096,52223.99905323982
128,5760,5120,64511.99948787689
128,5760,5760,71680.00191450119
128,5760,7168,81919.99793052673
128,5760,8192,98304.00347709656
128,7168,1024,28672.000393271446
128,7168,1536,34816.00061058998
128,7168,2048,43007.999658584595
128,7168,2880,53247.99939990044
128,7168,3584,61439.99844789505
128,7168,4096,67584.00052785873
128,7168,5120,110592.00018644333
128,7168,5760,121855.99654912949
128,7168,7168,106495.99879980087
128,7168,8192,116736.00226640701
128,8192,1536,34816.00061058998
128,8192,2880,55296.000093221664
128,8192,3584,63487.99914121628
128,8192,5760,99327.99637317657
128,8192,7168,116736.00226640701
128,11520,1024,28672.000393271446
128,11520,1536,45056.00035190582
128,11520,2048,55296.000093221664
128,11520,2880,68608.00087451935
128,11520,3584,80895.99758386612
128,11520,4096,90112.00070381165
128,11520,5120,107007.99897313118
128,11520,5760,116736.00226640701
128,11520,7168,144383.9967250824
128,11520,8192,162816.00296497345
128,14336,1536,60416.001826524734
128,14336,2880,94208.0020904541
128,14336,3584,112640.00087976456
128,14336,5760,194048.00236225128
128,14336,7168,234495.99742889404
256,1024,1536,22528.00017595291
256,1024,2880,26623.99969995022
256,1024,3584,29184.000566601753
256,1024,5760,35840.000957250595
256,1024,7168,37888.00165057182
256,1536,1024,22528.00017595291
256,1536,1536,23552.000522613525
256,1536,2048,26623.99969995022
256,1536,2880,30719.999223947525
256,1536,3584,33792.00026392937
256,1536,4096,35840.000957250595
256,1536,5120,38911.99827194214
256,1536,5760,40959.99896526337
256,1536,7168,48128.001391887665
256,1536,8192,52735.99922657013
256,2048,1536,24576.00086927414
256,2048,2880,32767.999917268753
256,2048,3584,38911.99827194214
256,2048,5760,48128.001391887665
256,2048,7168,55296.000093221664
256,2880,1024,23552.000522613525
256,2880,1536,27648.000046610832
256,2880,2048,30719.999223947525
256,2880,2880,36864.00130391121
256,2880,3584,41983.99931192398
256,2880,4096,46080.00069856644
256,2880,5120,71680.00191450119
256,2880,5760,77823.99654388428
256,2880,7168,87039.9996638298
256,2880,8192,95232.00243711472
256,3584,1024,28672.000393271446
256,3584,1536,34816.00061058998
256,3584,2048,47104.00104522705
256,3584,2880,50175.998359918594
256,3584,3584,57344.00078654289
256,3584,4096,61951.99862122536
256,3584,5120,72704.0022611618
256,3584,5760,78847.99689054489
256,3584,7168,89088.00035715103
256,3584,8192,95744.00261044502
256,4096,1536,34816.00061058998
256,4096,2880,50175.998359918594
256,4096,3584,57344.00078654289
256,4096,5760,80895.99758386612
256,4096,7168,95232.00243711472
256,5120,1536,34816.00061058998
256,5120,2880,58880.00130653381
256,5120,3584,67072.00035452843
256,5120,5760,86015.99931716919
256,5120,7168,102399.99741315842
256,5760,1024,28672.000393271446
256,5760,1536,35840.000957250595
256,5760,2048,45056.00035190582
256,5760,2880,56320.00043988228
256,5760,3584,65535.999834537506
256,5760,4096,71680.00191450119
256,5760,5120,80895.99758386612
256,5760,5760,89088.00035715103
256,5760,7168,104959.99827980995
256,5760,8192,117760.00261306763
256,7168,1024,38911.99827194214
256,7168,1536,51199.99870657921
256,7168,2048,68608.00087451935
256,7168,2880,89088.00035715103
256,7168,3584,106495.99879980087
256,7168,4096,117760.00261306763
256,7168,5120,173056.0064315796
256,7168,5760,191487.99777030945
256,7168,7168,149504.00590896606
256,7168,8192,163839.99586105347
256,8192,1536,54271.99974656105
256,8192,2880,92160.00139713287
256,8192,3584,109567.99983978271
256,8192,5760,126975.99828243256
256,8192,7168,149504.00590896606
256,11520,1024,46080.00069856644
256,11520,1536,71680.00191450119
256,11520,2048,70656.00156784058
256,11520,2880,90112.00070381165
256,11520,3584,105471.99845314026
256,11520,4096,116736.00226640701
256,11520,5120,139264.00244235992
256,11520,5760,153600.00729560852
256,11520,7168,186368.00348758698
256,11520,8192,210943.99690628052
256,14336,1536,112640.00087976456
256,14336,2880,125440.00148773193
256,14336,3584,150016.00235700607
256,14336,5760,229376.00314617157
256,14336,7168,282624.0062713623
512,1024,1536,25599.999353289604
512,1024,2880,33792.00026392937
512,1024,3584,37888.00165057182
512,1024,5760,48128.001391887665
512,1024,7168,53759.99957323074
512,1536,1024,24576.00086927414
512,1536,1536,27648.000046610832
512,1536,2048,31743.99957060814
512,1536,2880,37888.00165057182
512,1536,3584,41983.99931192398
512,1536,4096,47104.00104522705
512,1536,5120,67584.00052785873
512,1536,5760,70656.00156784058
512,1536,7168,78847.99689054489
512,1536,8192,84991.99897050858
512,2048,1536,34816.00061058998
512,2048,2880,51199.99870657921
512,2048,3584,65535.999834537506
512,2048,5760,76800.00364780426
512,2048,7168,90112.00070381165
512,2880,1024,39935.99861860275
512,2880,1536,48640.00156521797
512,2880,2048,41983.99931192398
512,2880,2880,52223.99905323982
512,2880,3584,60416.001826524734
512,2880,4096,65535.999834537506
512,2880,5120,77823.99654388428
512,2880,5760,84991.99897050858
512,2880,7168,101375.9970664978
512,2880,8192,114688.00157308578
512,3584,1024,38911.99827194214
512,3584,1536,48128.001391887665
512,3584,2048,61439.99844789505
512,3584,2880,71680.00191450119
512,3584,3584,82943.99827718735
512,3584,4096,90112.00070381165
512,3584,5120,103423.99775981903
512,3584,5760,112640.00087976456
512,3584,7168,132095.99256515503
512,3584,8192,146431.99741840363
512,4096,1536,48128.001391887665
512,4096,2880,72704.0022611618
512,4096,3584,83967.99862384796
512,4096,5760,113664.00122642517
512,4096,7168,134143.99325847626
512,5120,1536,53247.99939990044
512,5120,2880,78847.99689054489
512,5120,3584,92160.00139713287
512,5120,5760,229376.00314617157
512,5120,7168,278528.00488471985
512,5760,1024,41983.99931192398
512,5760,1536,53247.99939990044
512,5760,2048,71680.00191450119
512,5760,2880,92160.00139713287
512,5760,3584,108543.9994931221
512,5760,4096,121855.99654912949
512,5760,5120,136191.99395179749
512,5760,5760,151552.0066022873
512,5760,7168,184320.00279426575
512,5760,8192,207872.00331687927
512,7168,1024,55296.000093221664
512,7168,1536,75776.00330114365
512,7168,2048,99327.99637317657
512,7168,2880,130048.006772995
512,7168,3584,156672.00088500977
512,7168,4096,176128.00002098083
512,7168,5120,252927.9887676239
512,7168,5760,280575.9906768799
512,7168,7168,343551.99337005615
512,7168,8192,389120.0125217438
512,8192,1536,81919.99793052673
512,8192,2880,136191.99395179749
512,8192,3584,165887.9965543747
512,8192,5760,281599.9984741211
512,8192,7168,345088.00506591797
512,11520,1024,75776.00330114365
512,11520,1536,151552.0066022873
512,11520,2048,118784.00295972824
512,11520,2880,158720.001578331
512,11520,3584,191487.99777030945
512,11520,4096,215039.99829292297
512,11520,5120,263168.00713539124
512,11520,5760,303104.0132045746
512,11520,7168,353280.0078392029
512,11520,8192,398335.9932899475
512,14336,1536,242688.00020217896
512,14336,2880,202751.9941329956
512,14336,3584,242688.00020217896
512,14336,5760,467455.99806308746
512,14336,7168,484351.9926071167
1024,1024,1536,36864.00130391121
1024,1024,2880,48128.001391887665
1024,1024,3584,54271.99974656105
1024,1024,5760,78847.99689054489
1024,1024,7168,93184.00174379349
1024,1536,1024,31743.99957060814
1024,1536,1536,38911.99827194214
1024,1536,2048,45056.00035190582
1024,1536,2880,53247.99939990044
1024,1536,3584,62463.998794555664
1024,1536,4096,68608.00087451935
1024,1536,5120,90112.00070381165
1024,1536,5760,97280.00313043594
1024,1536,7168,113664.00122642517
1024,1536,8192,126975.99828243256
1024,2048,1536,49152.00173854828
1024,2048,2880,113664.00122642517
1024,2048,3584,135168.00105571747
1024,2048,5760,133120.00036239624
1024,2048,7168,159231.998026371
1024,2880,1024,45056.00035190582
1024,2880,1536,58368.00113320351
1024,2880,2048,68608.00087451935
1024,2880,2880,91136.00105047226
1024,2880,3584,116736.00226640701
1024,2880,4096,128000.00607967377
1024,2880,5120,151552.0066022873
1024,2880,5760,166912.0043516159
1024,2880,7168,201728.0012369156
1024,2880,8192,226815.99855422974
1024,3584,1024,57344.00078654289
1024,3584,1536,74752.00295448303
1024,3584,2048,89088.00035715103
1024,3584,2880,109055.99966645241
1024,3584,3584,130048.006772995
1024,3584,4096,144383.9967250824
1024,3584,5120,182272.00210094452
1024,3584,5760,201728.0012369156
1024,3584,7168,244736.00089550018
1024,3584,8192,278528.00488471985
1024,4096,1536,75776.00330114365
1024,4096,2880,154624.00019168854
1024,4096,3584,186368.00348758698
1024,4096,5760,205824.00262355804
1024,4096,7168,249855.99517822266
1024,5120,1536,77823.99654388428
1024,5120,2880,143360.00382900238
1024,5120,3584,174079.9993276596
1024,5120,5760,247807.99448490143
1024,5120,7168,301055.99761009216
1024,5760,1024,75776.00330114365
1024,5760,1536,100351.99671983719
1024,5760,2048,123903.99724245071
1024,5760,2880,168960.00504493713
1024,5760,3584,203776.00193023682
1024,5760,4096,224255.9939622879
1024,5760,5120,259072.00574874878
1024,5760,5760,287743.9856529236
1024,5760,7168,352256.00004196167
1024,5760,8192,398335.9932899475
1024,7168,1024,91136.00105047226
1024,7168,1536,128000.00607967377
1024,7168,2048,193535.99846363068
1024,7168,2880,259072.00574874878
1024,7168,3584,305151.9989967346
1024,7168,4096,344063.99726867676
1024,7168,5120,321536.00454330444
1024,7168,5760,358399.98722076416
1024,7168,7168,442368.0007457733
1024,7168,8192,501760.00595092773
1024,8192,1536,127488.00218105316
1024,8192,2880,233472.00453281403
1024,8192,3584,295935.9884262085
1024,8192,5760,409599.98965263367
1024,8192,7168,498176.0084629059
1024,11520,1024,124927.99758911133
1024,11520,1536,171008.00573825836
1024,11520,2048,214016.00539684296
1024,11520,2880,342016.0114765167
1024,11520,3584,405503.9882659912
1024,11520,4096,446464.0021324158
1024,11520,5120,508928.00092697144
1024,11520,5760,561151.9813537598
1024,11520,7168,709631.9794654846
1024,11520,8192,825344.0260887146
1024,14336,1536,248832.00228214264
1024,14336,2880,464383.989572525
1024,14336,3584,524287.99867630005
1024,14336,5760,693247.9739189148
1024,14336,7168,875007.9870223999
2048,1024,1536,58368.00113320351
2048,1024,2880,86015.99931716919
2048,1024,3584,98815.99992513657
2048,1024,5760,137216.0017490387
2048,1024,7168,164864.00365829468
2048,1536,1024,55296.000093221664
2048,1536,1536,70656.00156784058
2048,1536,2048,83967.99862384796
2048,1536,2880,107519.99914646149
2048,1536,3584,120320.00347971916
2048,1536,4096,133120.00036239624
2048,1536,5120,145408.0045223236
2048,1536,5760,177151.99291706085
2048,1536,7168,189439.99707698822
2048,1536,8192,215039.99829292297
2048,2048,1536,70656.00156784058
2048,2048,2880,118784.00295972824
2048,2048,3584,140287.99533843994
2048,2048,5760,210943.99690628052
2048,2048,7168,275456.0112953186
2048,2880,1024,72704.0022611618
2048,2880,1536,96256.00278377533
2048,2880,2048,120832.00365304947
2048,2880,2880,157695.99378108978
2048,2880,3584,188416.0041809082
2048,2880,4096,208895.9962129593
2048,2880,5120,269311.9943141937
2048,2880,5760,299008.0118179321
2048,2880,7168,372736.00697517395
2048,2880,8192,423936.00940704346
2048,3584,1024,88064.00001049042
2048,3584,1536,118784.00295972824
2048,3584,2048,152575.9994983673
2048,3584,2880,201728.0012369156
2048,3584,3584,239616.0066127777
2048,3584,4096,267264.0085220337
2048,3584,5120,370687.9913806915
2048,3584,5760,407552.00386047363
2048,3584,7168,464895.99347114563
2048,3584,8192,535552.0248413086
2048,4096,1536,121855.99654912949
2048,4096,2880,206335.99907159805
2048,4096,3584,251392.00687408447
2048,4096,5760,466944.00906562805
2048,4096,7168,476159.9898338318
2048,5120,1536,146431.99741840363
2048,5120,2880,252927.9887676239
2048,5120,3584,311295.9861755371
2048,5120,5760,512000.02431869507
2048,5120,7168,580608.0102920532
2048,5760,1024,123903.99724245071
2048,5760,1536,171008.00573825836
2048,5760,2048,214016.00539684296
2048,5760,2880,337920.01008987427
2048,5760,3584,401407.98687934875
2048,5760,4096,441343.9929485321
2048,5760,5120,523263.99087905884
2048,5760,5760,577535.9869003296
2048,5760,7168,665600.0018119812
2048,5760,8192,799744.0099716187
2048,7168,1024,157695.99378108978
2048,7168,1536,231424.0038394928
2048,7168,2048,291839.98703956604
2048,7168,2880,450560.0035190582
2048,7168,3584,536575.973033905
2048,7168,4096,570879.9958229065
2048,7168,5120,665600.0018119812
2048,7168,5760,736256.0033798218
2048,7168,7168,935935.9741210938
2048,7168,8192,1062911.9873046875
2048,8192,1536,234495.99742889404
2048,8192,2880,466944.00906562805
2048,8192,3584,548864.0069961548
2048,8192,5760,754688.024520874
2048,8192,7168,952319.9796676636
2048,11520,1024,235520.00522613525
2048,11520,1536,327679.99172210693
2048,11520,2048,419840.008020401
2048,11520,2880,565248.0125427246
2048,11520,3584,690176.0101318359
2048,11520,4096,781311.9888305664
2048,11520,5120,972800.0164031982
2048,11520,5760,1098752.0217895508
2048,11520,7168,1360895.9913253784
2048,11520,8192,1548287.9877090454
2048,14336,1536,420863.9860153198
2048,14336,2880,737280.011177063
2048,14336,3584,949760.0197792053
2048,14336,5760,1388031.9595336914
2048,14336,7168,1711616.039276123
