32,128,1,8,8,os,959,6.674
8,1,128,8,8,os,141,11.348
1,1,128,8,8,os,141,1.418
1,16,64,8,8,os,155,10.323
32,1,64,8,8,os,311,10.289
1,1,64,8,8,os,77,1.299
1,16,128,8,8,os,283,11.307
1,32,32,8,8,os,183,8.743
1,1,32,8,8,os,45,1.111
8,1,64,8,8,os,77,10.390
1,16,32,8,8,os,91,8.791
1,32,16,8,8,os,119,6.723
1,1,16,8,8,os,29,0.862
8,1,32,8,8,os,45,8.889
1,16,16,8,8,os,59,6.780
1,32,8,8,8,os,87,4.598
1,1,8,8,8,os,21,0.595
8,1,16,8,8,os,29,6.897
1,16,8,8,8,os,43,4.651
1,32,4,8,8,os,71,2.817
1,1,4,8,8,os,17,0.368
8,1,8,8,8,os,21,4.762
1,16,4,8,8,os,35,2.857
1,32,2,8,8,os,63,1.587
1,1,2,8,8,os,15,0.208
1,16,2,8,8,os,31,1.613
1,32,1,8,8,os,59,0.847
1,1,1,8,8,os,14,0.112
8,1,2,8,8,os,15,1.667
1,16,1,8,8,os,29,0.862
8,1,1,8,8,os,14,0.893
1,128,16,8,8,os,479,6.681
1,128,8,8,8,os,351,4.558
1,128,4,8,8,os,287,2.787
1,128,2,8,8,os,255,1.569
1,128,1,8,8,os,239,0.837
1,1,256,8,8,os,269,1.487
8,1,256,8,8,os,269,11.896
1,16,96,8,8,os,219,10.959
1,32,96,8,8,os,439,10.934
1,16,192,8,8,os,411,11.679
1,32,48,8,8,os,247,9.717
1,8,192,8,8,os,205,11.707
1,64,48,8,8,os,495,9.697
8,32,76,8,8,os,359,84.680
32,16,38,8,8,os,415,73.253
16,16,76,8,8,os,359,84.680
32,32,19,8,8,os,527,57.685
8,32,12,8,8,os,103,46.602
32,16,6,8,8,os,159,30.189
16,16,12,8,8,os,103,46.602
32,32,3,8,8,os,271,17.712
16,64,12,8,8,os,415,46.265
64,32,6,8,8,os,639,30.047
32,32,12,8,8,os,415,46.265
64,64,3,8,8,os,1087,17.663
8,6,256,8,8,os,269,71.375
8,6,76,8,8,os,89,64.045
32,3,38,8,8,os,207,27.536
16,6,128,8,8,os,283,67.845
16,6,38,8,8,os,103,55.340
16,3,76,8,8,os,179,31.844
32,6,64,8,8,os,311,61.736
32,6,19,8,8,os,131,43.511
32,2,76,8,8,os,359,21.170
8,6,128,8,8,os,141,68.085
32,3,64,8,8,os,311,30.868
16,6,64,8,8,os,155,61.935
16,3,128,8,8,os,283,33.922
32,6,32,8,8,os,183,52.459
8,6,64,8,8,os,77,62.338
8,6,12,8,8,os,25,36.000
32,3,32,8,8,os,183,26.230
32,3,6,8,8,os,79,11.392
16,6,32,8,8,os,91,52.747
16,6,6,8,8,os,39,23.077
16,3,64,8,8,os,155,30.968
16,3,12,8,8,os,51,17.647
32,6,16,8,8,os,119,40.336
32,6,3,8,8,os,67,13.433
32,2,12,8,8,os,103,11.650
8,6,32,8,8,os,45,53.333
32,3,16,8,8,os,119,20.168
16,6,16,8,8,os,59,40.678
16,3,32,8,8,os,91,26.374
32,6,8,8,8,os,87,27.586
8,6,16,8,8,os,29,41.379
32,3,8,8,8,os,87,13.793
16,6,8,8,8,os,43,27.907
