M,N,K,measured_ms
1024.0,64000.0,7168.0,0.062835
1024.0,128256.0,4096.0,0.06245
1024.0,128256.0,8192.0,0.042465
1024.0,131072.0,2880.0,0.04205
1024.0,152064.0,3584.0,0.0421099999999999
1024.0,152064.0,8192.0,0.042095
1024.0,248320.0,4096.0,0.04269
1024.0,248320.0,5120.0,0.042625
1024.0,256000.0,3584.0,0.0427499999999999
2048.0,2880.0,2880.0,0.042225
2048.0,3584.0,3584.0,0.04008
2048.0,3584.0,14336.0,0.040435
2048.0,3584.0,18944.0,0.040365
2048.0,3600.0,2880.0,0.040785
2048.0,4096.0,4096.0,0.04549
2048.0,4096.0,12288.0,0.045395
2048.0,4096.0,12800.0,0.0454399999999999
2048.0,4096.0,14336.0,0.04557
2048.0,4608.0,3584.0,0.04598
2048.0,5120.0,5112.0,0.0452
2048.0,5120.0,17408.0,0.045715
2048.0,6144.0,4096.0,0.067695
2048.0,6816.0,5120.0,0.067935
2048.0,7168.0,3584.0,0.0679999999999999
2048.0,7168.0,7168.0,0.066865
2048.0,7168.0,20480.0,0.053955
2048.0,8192.0,8192.0,0.053375
2048.0,8192.0,28672.0,0.053425
2048.0,8192.0,29568.0,0.0535849999999999
2048.0,9216.0,7168.0,0.103135
2048.0,10240.0,8192.0,0.10296
2048.0,12288.0,4096.0,0.1030099999999999
2048.0,12800.0,4096.0,0.16032
2048.0,14336.0,3584.0,0.1604349999999998
2048.0,14336.0,4096.0,0.167885
2048.0,17408.0,5120.0,0.097165
2048.0,18944.0,3584.0,0.6404150000000001
2048.0,20480.0,7168.0,0.32026
2048.0,28672.0,8192.0,0.3626049999999999
2048.0,29568.0,8192.0,0.72358
2048.0,32000.0,4096.0,0.264275
2048.0,49155.0,4096.0,0.26402
2048.0,64000.0,7168.0,0.3703349999999999
2048.0,128256.0,4096.0,0.370445
2048.0,128256.0,8192.0,0.835325
2048.0,131072.0,2880.0,0.835485
2048.0,152064.0,3584.0,0.68947
2048.0,152064.0,8192.0,0.6899649999999999
2048.0,248320.0,4096.0,0.854865
2048.0,248320.0,5120.0,0.85219
2048.0,256000.0,3584.0,0.6244149999999999
4096.0,2880.0,2880.0,0.622355
4096.0,3584.0,3584.0,0.0122749999999999
4096.0,3584.0,14336.0,0.01242
4096.0,3584.0,18944.0,0.01216
4096.0,3600.0,2880.0,0.01224
4096.0,4096.0,4096.0,0.0122899999999999
4096.0,4096.0,12288.0,0.01222
4096.0,4096.0,12800.0,0.0122899999999999
4096.0,4096.0,14336.0,0.01224
4096.0,4608.0,3584.0,0.014465
4096.0,5120.0,5112.0,0.0145899999999999
4096.0,5120.0,17408.0,0.0427349999999999
4096.0,6144.0,4096.0,0.04312
4096.0,6816.0,5120.0,0.0534749999999999
4096.0,7168.0,3584.0,0.052815
4096.0,7168.0,7168.0,0.0127
4096.0,7168.0,20480.0,0.0125599999999999
4096.0,8192.0,8192.0,0.01808
4096.0,8192.0,28672.0,0.0180649999999999
4096.0,8192.0,29568.0,0.04208
4096.0,9216.0,7168.0,0.04227
4096.0,10240.0,8192.0,0.042705
4096.0,12288.0,4096.0,0.046335
4096.0,12800.0,4096.0,0.04646
4096.0,14336.0,3584.0,0.01739
4096.0,14336.0,4096.0,0.0252
4096.0,17408.0,5120.0,0.068845
4096.0,18944.0,3584.0,0.0243
4096.0,20480.0,7168.0,0.029585
4096.0,28672.0,8192.0,0.02472
4096.0,29568.0,8192.0,0.0404299999999999
4096.0,32000.0,4096.0,0.0410899999999999
4096.0,49155.0,4096.0,0.104595
4096.0,64000.0,7168.0,0.1044499999999999
4096.0,128256.0,4096.0,0.05053
4096.0,128256.0,8192.0,0.05091
4096.0,131072.0,2880.0,0.163105
4096.0,152064.0,3584.0,0.163615
4096.0,152064.0,8192.0,0.16893
4096.0,248320.0,4096.0,0.1684999999999999
4096.0,248320.0,5120.0,0.049405
4096.0,256000.0,3584.0,0.050145
8192.0,2880.0,2880.0,0.06096
8192.0,3584.0,3584.0,0.060785
8192.0,3584.0,14336.0,0.03978
8192.0,3584.0,18944.0,0.039855
8192.0,3600.0,2880.0,0.04024
8192.0,4096.0,4096.0,0.040275
8192.0,4096.0,12288.0,0.04387
8192.0,4096.0,12800.0,0.04334
8192.0,4096.0,14336.0,0.042865
8192.0,4608.0,3584.0,0.04288
8192.0,5120.0,5112.0,0.040735
8192.0,5120.0,17408.0,0.0405149999999999
8192.0,6144.0,4096.0,0.040385
8192.0,6816.0,5120.0,0.04093
8192.0,7168.0,3584.0,0.045165
8192.0,7168.0,7168.0,0.04549
8192.0,7168.0,20480.0,0.04512
8192.0,8192.0,8192.0,0.04507
8192.0,8192.0,28672.0,0.0453299999999999
8192.0,8192.0,29568.0,0.045185
8192.0,9216.0,7168.0,0.045935
8192.0,10240.0,8192.0,0.04563
8192.0,12288.0,4096.0,0.06901
8192.0,12800.0,4096.0,0.069075
8192.0,14336.0,3584.0,0.05352
8192.0,14336.0,4096.0,0.0541099999999999
8192.0,17408.0,5120.0,0.117775
8192.0,18944.0,3584.0,0.117725
8192.0,20480.0,7168.0,0.1662199999999999
8192.0,28672.0,8192.0,0.1663
8192.0,29568.0,8192.0,0.17053
8192.0,32000.0,4096.0,0.17066
8192.0,49155.0,4096.0,0.170335
8192.0,64000.0,7168.0,0.10147
8192.0,128256.0,4096.0,0.103005
8192.0,128256.0,8192.0,0.570705
8192.0,131072.0,2880.0,0.569825
8192.0,152064.0,3584.0,0.328735
8192.0,152064.0,8192.0,0.32984
8192.0,248320.0,4096.0,0.3657149999999999
8192.0,248320.0,5120.0,0.3660799999999999
8192.0,256000.0,3584.0,0.727325
